# file<TAB>line<TAB>anchor<TAB>kind<TAB>symptom-id<TAB>blurb
# Classified per notes/synthesis/SYMPTOM-TAXONOMY.md. line/anchor/kind
# mirror scripts/extract-callouts.py output; re-extract and re-classify
# NEW rows after editing guides, then run scripts/build-indexes.sh.
part-14-bridges-between-stacks/README.md	19	read-this-before-you-trust-anything-in-this-part	HEADING	caution-note	Read-first note: this part rests on source reads of community bridges, not Apple documentation
part-14-bridges-between-stacks/README.md	105	141-bridges-into-core-ai-mlx2coreai-swift-lm-and-the-community-zoo	SILENT-FAILURE	garbage-output	Pass anything but the full monotonic position_ids and KV lands at the wrong cache slice — logits stay plausible
part-14-bridges-between-stacks/README.md	212	sources-for-this-part	INLINE	caution-note	No WWDC transcript is cited anywhere in this part — nothing here has Apple-session backing
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	19	read-this-before-you-trust-a-signature-in-this-guide	HEADING	caution-note	Signature-trust scope note — verify against your checkout before relying on anything below
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	118	contents	INLINE	misleading-signal	TOC: asset-generation coverage is not numerical parity — a bundle that generates is not one that computes correctly
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	192	1-three-bridges-one-destination	INLINE	version-drift	The bridge's core call is private AIProgram._from_mlir_module — any coreai wheel bump can break it without notice
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	287	23-the-wheel-pin-collision	HEADING	version-drift	mlx2coreai pins coreai-core b1; b1 bundles fail on Xcode 27 beta 3+ with 'Failed to convert to versioned IR'
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	402	31-the-command	CALLOUT	footgun-api	The console script omits --batch-size while the Python function accepts batch_size and raises for anything but 1
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	448	32-what-lands-on-disk	INLINE	data-loss	_write_tokenizer rmtree's an existing destination — a re-run silently destroys whatever was there
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	600	python-backend-benchmarkaimodelsamplingpy214-239	INLINE	garbage-output	A position_ids max that isn't the last query position writes KV to the wrong offset — valid math, wrong cache
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	628	36-precision-and-the-flag-that-couples-to-the-swift-runner	INLINE	stale-state	The precision flag mutates the loaded model in place — converting several variants in one process reuses mutated weights
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	635	36-precision-and-the-flag-that-couples-to-the-swift-runner	INLINE	garbage-output	Skip the bf16→fp16 logit cast and the Swift runner's hard-coded Float16 view reports garbage argmax — no crash
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	873	42-what-the-reader-enforces	INLINE	footgun-api	Omitting metadata_version defaults it to '0.1' and the reader throws unsupportedVersion — write the string '0.2'
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	877	42-what-the-reader-enforces	INLINE	footgun-api	A .aimodel path where a bundle dir is expected throws pointedAtModelAsset — guarding a misleading version error
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	976	44-the-vlm-variant	INLINE	caution-note	mlx2coreai writes only kind:'llm' — no VLM path exists; use Apple's exporter or swift-lm for vlm bundles
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1061	51-the-minimal-working-example	INLINE	misleading-signal	Conversion succeeds while silently listing unresolved tensors in metadata['unresolved_extra_inputs'] — read it every time
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1097	52-conversionconfig-every-field	INLINE	garbage-output	allow_unknown_sources=True (default) invents scalar fp32 specs for unknown tensors — converts fine, can be badly wrong
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1243	54-capture-mlxs-callback-event-contract	INLINE	footgun-api	Capture runs the model twice (trace plus reference) — RNG or dropout diverges unless capture_is_training=False
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1383	56-named-composites-the-fused-kernel-hint	INLINE	footgun-api	generate_composite_decl mutates the caller's dict in place — reuse carries state you didn't put there
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1429	57-dynamic-shapes-need-a-probe-and-shapelesstrue-is-not-enough	INLINE	caution-note	Shape-dependent Python branches produce two divergent traces and the probe raises — no data-dependent branching
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1461	57-dynamic-shapes-need-a-probe-and-shapelesstrue-is-not-enough	INLINE	caution-note	The two backends differ by one (steps vs steps+1) under --grow-context — two hand-written copies of one contract
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1468	6-asset-generation-coverage-is-not-numerical-parity	HEADING	misleading-signal	Generated assets are not numerical parity — tolerances compare against MLX's own capture, never a Core AI execution
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1549	62-what-is-tested-and-what-is-not	INLINE	misleading-signal	match_by_order=True pairs outputs positionally — a shifted output order gives a green comparison of the wrong tensors
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1742	paritycoreaipy-sketch-see-the-gap-note-above-before-trusting-the-runtime-calls	CALLOUT	footgun-api	Never run an iOS-compiled bundle on a Mac — it can wedge the GPU/ANE stack into a watchdog reboot
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1771	71-silent-failure-boolean-attention-masks-are-added-not-selected	HEADING	garbage-output	Boolean attention masks are lowered as added, not selected — masked positions leak in, output stays plausible
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1820	72-silent-failure-general-transposed-convolution-lowers-to-zeros	HEADING	garbage-output	General transposed convolution lowers to zeros — converts, runs, and outputs all-zero feature maps
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	1854	73-silent-failure-mxlog2-and-mxlog10-become-natural-log	HEADING	garbage-output	mx.log2 and mx.log10 lower to natural log — every value wrong by a constant factor, no error
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	2159	83-the-build-recipe-and-the-auto-selection-trap	INLINE	misleading-signal	--runtime-backend auto silently picks Swift on Darwin unless a Python-only flag flips it — runs measure different backends
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	2414	94-the-bundle-loader-verbatim	INLINE	footgun-api	CoreAILanguageModels.ModelConfig (bundle config) is not the similarly named model configuration — name collision
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	2639	97-the-image-placeholder-contract-an-asymmetry-that-will-catch-you	INLINE	footgun-api	The two prompt paths have opposite image-placeholder requirements and the same error case
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	2664	98-silent-failure-every-core-ai-test-in-this-repo-passes-without-running	HEADING	misleading-signal	Every Core AI test in the repo passes without running — green because skipped, not because it works
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	2858	105-the-community-measured-it-on-hardware	CALLOUT	perf-cliff	expectFrequentReshapes requests a reshape-tolerant specialization — on a static graph it costs the fast path
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	2930	11-the-community-zoo	CALLOUT	caution-note	The community zoo is single-author, benchmarks self-declared uncontrolled — process guidance, not Apple fact
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3071	113-process-engineering-worth-stealing	INLINE	caution-note	Core AI conversion is not byte-deterministic (measured) — never verify a pipeline by hashing artifacts
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3130	113-process-engineering-worth-stealing	INLINE	caution-note	metadata.json can embed your build machine's absolute paths — the zoo shipped one; audit what you emit
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3160	114-the-benchmark-protocol-cite-it-as-a-protocol-not-a-dataset	INLINE	caution-note	Cite BENCHMARKS.md as a protocol, not a dataset — n=1 numbers on specific hardware
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3167	114-the-benchmark-protocol-cite-it-as-a-protocol-not-a-dataset	INLINE	perf-cliff	Thermals move numbers 2.3–4.1× — a day of device use silently degrades a 25 ms op; benchmark cold and hot
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3171	114-the-benchmark-protocol-cite-it-as-a-protocol-not-a-dataset	INLINE	perf-cliff	A community helper defaults to cpu_only() — copied code silently runs ~9–10× slower; it's the parity option
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3178	114-the-benchmark-protocol-cite-it-as-a-protocol-not-a-dataset	INLINE	garbage-output	Store only the load_function and the AIModel gets GC'd — calls return garbage that looks like a conversion bug
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3348	123-one-more-consideration-is-core-ai-even-the-right-destination	INLINE	runtime-unavailable	Guided generation needs logits and the GPU-pipelined fast path never exposes them — fastest backend, no structured output
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3404	132-mlx2coreai-python-api	INLINE	misleading-signal	Code comment: check metadata['unresolved_extra_inputs'] after every conversion — success ≠ all inputs resolved
part-14-bridges-between-stacks/references/01-mlx2coreai-and-third-party-bridges.md	3532	142-evidence-classes-used	INLINE	caution-note	No WWDC transcript is cited in this guide — the 2026 session corpus does not cover these bridges
