# file<TAB>line<TAB>anchor<TAB>kind<TAB>symptom-id<TAB>blurb
# Classified per notes/synthesis/SYMPTOM-TAXONOMY.md. line/anchor/kind
# mirror scripts/extract-callouts.py output; re-extract and re-classify
# NEW rows after editing guides, then run scripts/build-indexes.sh.
part-04-beyond-the-built-in-model/README.md	85	41-private-cloud-compute-eligibility-reasoning-and-quota-ux	SILENT-FAILURE	runtime-unavailable	PCC without its entitlement fatalErrors past do/catch; availability ignores quota; reasoning tokens eat the 32K unseen.
part-04-beyond-the-built-in-model/README.md	107	42-core-ai-mlx-and-any-openai-compatible-server-behind-languagemodelsession	SILENT-FAILURE	runtime-unavailable	GPU-pipelined Core AI returns no logits so @Generable cannot work — variant:nil auto-detect hides which engine you got.
part-04-beyond-the-built-in-model/README.md	135	43-authoring-a-languagemodel-provider-package	SILENT-FAILURE	footgun-api	A near-miss prewarm signature compiles but binds the protocol's no-op default — your prewarm is never called.
part-04-beyond-the-built-in-model/README.md	168	44-executor-lifecycle-configuration-identity-and-preserving-work-across-calls	SILENT-FAILURE	stale-state	Models differing only in URLSessionConfiguration are cache-equal — the second silently inherits the first's transport.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	55	what-you-need	INLINE	runtime-unavailable	PCC needs Xcode 27 plus a physical device on 27.0+ — it does not work in the Simulator.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	347	23-silent-failure-the-missing-entitlement-does-not-throw	HEADING	runtime-unavailable	Heading: the missing entitlement does not throw.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	351	23-silent-failure-the-missing-entitlement-does-not-throw	SILENT-FAILURE	runtime-unavailable	Missing the managed PCC entitlement produces a fatalError — do/catch never runs; community-reported, thread 831998.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	452	32-the-comparison-table	CALLOUT	docs-vs-reality	Apple's slide and docs say 4K on-device context; a shipping app measures 8K on iOS 27 — probe contextSize.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	595	36-watchos-and-why-it-is-a-pcc-story	CALLOUT	runtime-unavailable	Community: watchOS 27 alone is not enough for PCC — the Watch must pair to an iPhone with Apple Intelligence on.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	661	42-the-documentation-contradiction-and-how-it-resolves	CALLOUT	docs-vs-reality	The PCC article implies any LanguageModel fits the legacy inits — the API types them SystemLanguageModel only.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	879	54-silent-failure-availability-is-not-a-health-check	HEADING	misleading-signal	Heading: availability is not a health check.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	881	54-silent-failure-availability-is-not-a-health-check	SILENT-FAILURE	misleading-signal	availability == .available says nothing about quota — the most common real failure is invisible to every check.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	915	55-the-simulator-does-not-run-pcc	HEADING	runtime-unavailable	Heading: the Simulator does not run PCC.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	917	55-the-simulator-does-not-run-pcc	CALLOUT	misleading-signal	PCC in the Simulator throws a content-free error that reads as your bug — a known issue per Apple engineering.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1126	63-setting-the-level-two-places	CALLOUT	docs-vs-reality	An Apple doc page stacks .reasoningLevel(.deep) with a redundant ContextOptions(reasoningLevel:) — do not copy it.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1142	64-silent-failure-reasoning-spends-your-context-invisibly	HEADING	resource-growth	Heading: reasoning spends your context, invisibly.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1144	64-silent-failure-reasoning-spends-your-context-invisibly	SILENT-FAILURE	resource-growth	Reasoning tokens fill the 32K window while appearing in nothing you render — overflow errors from chats that 'fit'.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1341	65-the-reasoning-segment-and-using-it-for-progress-ui	SILENT-FAILURE	empty-output	First-token spinners can hang two ways at .deep — tool-call-only turns yield zero partials, and reasoning runs unseen.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1757	76-you-cannot-build-a-usage-meter	HEADING	caution-note	Heading: you cannot build a usage meter.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1761	76-you-cannot-build-a-usage-meter	CALLOUT	caution-note	The quota API exposes three coarse states and no numbers — progress bars and request counters cannot be built.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1838	8-simulating-quota-states-in-xcode	CALLOUT	docs-vs-reality	Transcript and docs disagree on the quota-simulation scheme page and menu title — the limit-reached option matches.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2052	92-the-full-catch-ladder	CALLOUT	footgun-api	catch contextSizeExceeded must precede catch LanguageModelError as a type — otherwise the specific arm is dead code.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2155	101-the-bug-switching-back-to-the-on-device-model-mid-conversation	CALLOUT	data-loss	summarizeHistory condenses everything to one .prompt entry — .toolCalls entries are destroyed; roll your own modifier.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2326	121-the-three-replacements	CALLOUT	ignored-input	buildURLRequest recognises only 'v1' in the path — other version paths get the wrong endpoint; live defect FB23837262.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2349	123-the-constraint-nobody-mentions-guided-generation-can-disappear	HEADING	runtime-unavailable	Heading: guided generation can disappear.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2354	123-the-constraint-nobody-mentions-guided-generation-can-disappear	CALLOUT	runtime-unavailable	Moving off PCC to a fast local backend can cost you @Generable — GPU-pipelined engines expose no logits.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2606	151-apple-sample-code-strongest	INLINE	caution-note	Source note: the coffee/generative-game and SpeechAnalyzer samples are excluded as stale iOS 26 evidence.
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2668	154-wwdc26-transcripts	INLINE	caution-note	Source note: where transcripts and docs disagree (menu strings, context size), this guide prefers the docs.
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	76	contents	INLINE	ignored-input	Contents entry: the URL-versioning defect, and the workaround that works.
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	84	contents	INLINE	version-drift	Contents entry: the double gate — built against the 26 SDK, MLXFoundationModels compiles to an empty library.
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	98	contents	INLINE	runtime-unavailable	Contents entry: the logits constraint — why the fastest backend loses @Generable.
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	201	what-does-not-hold-constant	SILENT-FAILURE	stale-state	The executor cache is keyed on Configuration, not your model value — equal configs silently share one executor.
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	240	21-adding-the-package-and-the-dependency-line-that-resolves-to-nothing	CALLOUT	docs-vs-reality	The README dependency line resolves to nothing — only beta tags exist and SwiftPM from: excludes prereleases.
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	370	23-pointing-it-at-a-local-server	CALLOUT	docs-vs-reality	README's URL 'http://localhost/v1:8000' puts the port in the path — requests actually hit localhost on port 80.
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	378	24-the-url-versioning-defect-and-the-workaround-that-works	HEADING	ignored-input	Heading: the URL-versioning defect, and the workaround that works.
