# schema-version: 2
part-08-coreai-pytorch-conversion/README.md	callout-167f93208f185566	51ab810b7a794f4200d8378182b9232c83651c5be52ab82fb569cd47f823f96a	part-8--core-ai-converting-a-model-from-pytorch	CALLOUT	caution-note	Series-wide evidence note: zero Apple sample code — guides rest on shipped repo source, docs prose, and SDK dumps
part-08-coreai-pytorch-conversion/README.md	callout-caac7bfc7533bc1e	13b8999ddb3b5a04e1f65c44ebc771d35a7f1a1c1a3193a3edcc16f4999b3071	81--torchexport-to-aimodel-and-the-io--state--dynamic-shape-contract	SILENT-FAILURE	garbage-output	optimize() deletes a broadcasting-significant expand_dims — 17 dB PSNR at model scale, shape still validates (issue #49)
part-08-coreai-pytorch-conversion/README.md	callout-2c94b26e3d6dbf78	fec9de0069070f1c3bd7d2077095f068e2cd7f8d7b267f66d23c209cd2d2d4fe	82--when-an-op-will-not-convert-coverage-composite-ops-custom-lowerings-externalization	SILENT-FAILURE	ignored-input	Unmatched ExternalizeSpec warns, never raises — a typo ships a slower model; assert on composite_declaration in the IR
part-08-coreai-pytorch-conversion/README.md	callout-118c6a1a74a42b05	f31829190f6507e35713a9d343d393b62ee12dc467d4ca093c4bce73f0724bf2	83--torchmetalkernel-writing-and-embedding-a-custom-metal-kernel	SILENT-FAILURE	garbage-output	MTLTensor extents reverse the torch shape — a kernel correct in torch coordinates reads the wrong axes in Metal
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-97d7f3199a3d2eec	fb0d69845c3e439f239a312b7af72e34ae8d2e27058c6c3b7fc6b06101543322	torchexport-to-aimodel-and-the-io--state--dynamic-shape-contract	CALLOUT	caution-note	Evidence note: no Apple sample code — strongest sources are the shipped coreai-torch/models/optimization repos
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-26fa8e316a7e5cad	49df7f11782836b6c827a9a4c7589d2eaa6bca4829b7e32eaf332cd84f4ed7d3	23-️-the-version-gate-that-invalidates-already-published-assets	HEADING	version-drift	OS 27 beta 2 refuses .aimodel files converted with coreai-torch v0.4.0 — published assets must be reconverted with 0.4.1
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-a1d068a5b9af7ee8	7e1fe40e4b7c3056e8e187b8a17468a554812b49bedc61e74fad076dc7aea944	33-what-exportable-means-in-practice	CALLOUT	runtime-unavailable	torch.cond / while_loop convert but run only on the bundled interpreter — no cpu/gpu/ane runtime support today
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-10af249b440b6b6d	6514f6883779415b6deab74151b0e64f9c3004e0e678336dd689537d0f398d7e	42-️-correction-to-the-three-preserved-ops-claim	HEADING	docs-vs-reality	The 'three preserved ops' claim is wrong as commonly stated — see the corrected preserved-op list
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-29ea7b439213b047	5dd3d31cff9b7cc81906b38d8e85c8b1cba80ef8505b4284c8a2a11252215d12	44-️-silent-failure--using-pytorchs-default-table-instead-of-apples	HEADING	perf-cliff	torch.export's default decomposition table splits SDPA into matmul+softmax — you silently lose the fused kernel
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-f3978180b969871e	b29497970934a0416d6118d544f5304a87c357568f35dd03e74ddb1273c04111	44-️-silent-failure--using-pytorchs-default-table-instead-of-apples	SILENT-FAILURE	perf-cliff	No error marks a lost composite — count ops with freqop or assert composite.scaled_dot_product_attention in the IR
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-86631a822a55f23b	acda822b24d60985b19d900de5f8882e476400af7e313e6ad53f112880e218e5	51-add_exported_program--you-own-the-export	CALLOUT	docs-vs-reality	Naming parameters are keyword-only; the API doc renders them positionally — positional calls raise TypeError
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-e2f955e84ca7c8a9	b57cd9e691d5ecdfa86ed1ebe8edbf0384d3fbbc22c9c23dee94dd1453d7511d	52-add_pytorch_module--the-converter-owns-the-export	CALLOUT	docs-vs-reality	export_fn is keyword-only and required — the API doc shows it positionally and with no hint that it has no default
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-e20b39d76d497998	8e3de704a56609657ccf023882c1aff014b4ece76fe5d4d7de110a5e1e5463b0	53-why-the-second-form-exists-externalization	CALLOUT	ignored-input	ExternalizeSpec target_class must be RMSNormImpl — pointing at the RMSNorm wrapper silently matches nothing
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-f579fb375fd279bb	36bbe87bd11222f2ed58c3e4c319e87bd4f4bbd0bf78311966e3668de9d2f86b	64-️-silent-failure--optimize-is-not-always-semantics-preserving	HEADING	garbage-output	optimize() is not always semantics-preserving — a deleted expand_dims changes results while shapes still validate
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-a3ce72f19ff4c565	e9be8f2e00ee528e5ddbde8b7e4970441b5b5d4827ab264a255095750384e1f0	64-️-silent-failure--optimize-is-not-always-semantics-preserving	SILENT-FAILURE	garbage-output	Distance matrices, Gram matrices and contrastive forms are exposed — gate optimize=True vs False on real inputs
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-74a79a654df562ca	7483246b023c0da7fd59ace9a816c505b24a5a645c85a0a3dcf02e8ce840ee80	71-the-round-trip-in-both-languages	CALLOUT	docs-vs-reality	Apple material shows both runner(**inputs) and runner(dict) calling conventions — pick the dict form the tests use
part-08-coreai-pytorch-conversion/references/01-conversion-and-the-io-contract.md	callout-afd10d0b3f291408	209bd150181b4b768bd6072e75509392211445744f9aa444e80a8cfca7126dfd	72-the-parameters-and-the-breaking-change	CALLOUT	version-drift	input_names/output_names no longer cover buffers — pre-release conversion scripts now fail the count check
