# schema-version: 2
part-17-migration-from-pre-ios-27/README.md	callout-9d4d92301eb9e0f4	ed57cb8b83f0a4d2d7d992fcd0ef16d409f1349db94810acfe7cec4878ac9139	part-17--migration-from-pre-ios-27	SILENT-FAILURE	version-drift	Nothing announces itself: a rebuild changes what your catch blocks catch; conversions emit 2.2x-slower artifacts
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-f1782043cb484a36	6fa880a5eab2cb3bf9a545891e7e21b8edc870e200462eaeed3eaa1fe5e30a78	what-changed-between-ios-26-and-ios-27-the-complete-checklist	SILENT-FAILURE	version-drift	Apps built with Xcode 26 keep catching GenerationError until you rebuild with 27; catch semantics change on rebuild
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-ce7d86e192f8cd67	663ff9bda62b106a5a4980e30c2b0b977739b6f831dc7713c07d8d6bcee4f901	11-the-floor-that-is-easy-to-miss-contextsize-is-back-deployed	CALLOUT	version-drift	contextSize is a compiled-in 4096 below OS 27 and dynamic at or above it; hardcoding either number breaks on one side.
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-0aecb5ce57d28aa3	5b78710b21d0ca679b46a080775d88270f190d6fbed6ab84f46a39dde652b750	11-the-floor-that-is-easy-to-miss-contextsize-is-back-deployed	INLINE	caution-note	Group Labs ship no caption track — cite Apple's written Q&A summary as paraphrase, never as an engineer's words.
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-2964ede649a7cdff	3c48b81f03693bd497875b34e5ab624fbdcd0eed79dbbc195a74bcdc5e7bb51e	2-the-tensorops-ladder-is-a-different-ladder	CALLOUT	caution-note	TensorOps availability is per-symbol, not a blanket 26.2; quote each header annotation as a header annotation
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-9916c7c01b4f0627	e178374883c17db01313993bf187e3690d48d83a6d244201acfd3eb42f218bfa	41-additive--image-input-on-the-on-device-model	SILENT-FAILURE	ignored-input	Omit .label() on an image Attachment and tools never see the image; the model improvises with no diagnostic
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-9f6ee4a68faab6a7	4f2c3f8de24d5759defd11d0840c3884976fb5a9536e3ae1e028763658b61a9e	42-additive--privatecloudcomputelanguagemodel	INLINE	docs-vs-reality	The apple-intelligence/private-cloud-compute doc path 404s; the live page is developer.apple.com/private-cloud-compute
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-b34aba061f4a2152	383936d470e56d22a2c1bc6d2f96ce63a6da337a87b36a5a6bb9b30e1a1e7eeb	43-additive--the-languagemodel--languagemodelexecutor-protocol-pair	CALLOUT	runtime-unavailable	Bring-your-own models lose @Generable on GPU-pipelined Core AI bundles; the fastest backend never exposes logits
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-8bb51a0343b91fa5	6e3d187aee992fa23faa2e3dfcc6fa5b87cf583b368f917a4c3da4fb8de84228	45-additive--skills-and-history-modifiers-the-utilities-package	INLINE	docs-vs-reality	Utilities package traps: from: 1.0.0 never resolves, SkillActivations lost its collection shape, API is experimental
part-17-migration-from-pre-ios-27/references/01-what-changed-checklist.md	callout-e37df750c4177926	3dfde53eebaf32695ff908e4491c2be60c6e4be1ca15d9d93d5d996cc97fae2f	46-additive--system-tools-and-the-one-that-isnt-where-youd-look	CALLOUT	runtime-unavailable	BarcodeReaderTool lists watchOS but OCRTool does not; a watchOS target reaching for OCR finds nothing
